y-axis,value1,value2,value3,value4
820,26,18537,25,20389
820,29,18595,25,20477
820,28,18678,25,20232
830,27,18662,26,20657
830,26,17413,26,21824
830,27,17088,25,21822
830,26,16753,26,22362
830,27,16810,26,22255
830,27,17265,24,21805
830,26,17789,24,21204
830,27,18330,25,20644
830,28,18503,25,20488
830,27,18608,26,20474
840,27,18337,25,20793
840,26,17476,26,21889
840,26,17256,26,22146
840,26,16819,24,22605
840,26,16893,25,22447
840,25,17263,23,22087
840,26,17731,26,21351
840,26,18554,26,20781
840,27,18440,27,20759
840,28,18674,25,20496
850,27,18424,27,20618
850,26,17323,26,21892
850,26,17185,25,22116
850,25,16578,26,22464
850,25,16630,25,22366
850,27,17078,25,22001
850,26,17762,25,21567
850,28,18210,26,20971
850,28,18498,27,20874
850,27,18440,26,20706
860,28,17983,26,20999
860,27,17079,27,21879
860,25,16800,25,22174
860,25,16425,27,22593
860,28,16456,28,22459
860,26,16887,26,22255
860,26,17399,26,21457
860,28,18174,26,20868
860,29,18154,26,20947
860,28,18291,28,20573
870,26,18116,28,20862
870,26,16945,27,22030
870,27,16924,26,22224
870,28,16584,28,22739
870,28,16648,27,22762
870,27,17060,29,22209
870,27,17505,30,21587
870,27,18041,27,21039
870,27,18074,30,20680
870,27,18265,29,20710
880,28,18052,28,21088
880,29,16953,28,22064
880,27,16741,28,22184
880,27,16385,28,22516
880,26,16330,29,22399
880,27,16741,29,22043
880,28,17353,28,21535
880,28,18067,28,20793
880,27,18092,29,20941
880,28,18172,28,20598
890,28,17893,29,20926
890,27,16668,30,22079
890,29,16590,30,22095
890,27,16211,30,22577
890,28,16202,31,22580
890,29,16775,29,22162
890,28,17218,30,21466
890,28,17837,31,21130
890,28,17941,30,20700
890,28,18130,31,20674
900,29,18861,31,20097
900,28,17814,31,21009
900,29,17687,29,21385
900,28,17078,30,21725
900,28,17154,30,21799
900,27,17319,30,21400
900,29,17863,31,21084
900,30,18410,32,20362
900,28,18253,33,20354
900,29,18264,30,20341
910,31,17494,32,21736
910,29,16202,33,22785
910,29,16061,31,22939
910,27,15723,32,23472
910,30,15705,31,23487
910,28,16069,32,22902
910,29,16605,32,22388
910,30,17124,30,21845
910,29,17269,31,21816
910,28,17374,33,21626
920,29,17116,31,21645
920,28,16355,32,22659
920,28,16069,31,22889
920,29,15765,31,23328
920,29,15877,32,23242
920,28,16263,31,22918
920,30,16720,31,22309
920,29,17487,32,21635
920,28,17412,31,21759
920,29,17660,32,21598
930,29,17438,31,21746
930,31,16370,32,23230
930,30,16190,32,23242
930,28,15785,32,23652
930,30,15764,32,23600
930,28,16146,32,23082
930,28,16743,33,22603
930,30,17094,31,21934
930,27,17292,32,21827
930,29,17394,32,21804
940,29,17062,32,22241
940,29,16296,32,23512
940,28,15958,31,23571
940,29,15398,30,23889
940,29,15509,32,23808
940,29,16030,31,23544
940,28,16504,30,22814
940,27,17337,30,22330
940,27,17367,32,22198
940,29,17454,31,22045
950,27,17374,30,22177
950,27,16097,29,23195
950,29,15853,30,23495
950,27,15493,30,23886
950,28,15535,29,23797
950,29,15977,30,23376
950,26,16684,29,22729
950,28,17130,30,21974
950,28,17357,30,21977
950,27,17513,31,21924
960,26,17072,30,22009
960,26,16237,29,22963
960,27,15924,32,23530
960,26,15601,31,24188
960,27,15745,32,23867
960,25,16043,30,23330
960,26,16591,28,22389
960,28,17351,28,21644
960,25,17232,29,21608
960,27,17559,29,21443
970,25,17279,29,21357
970,26,16132,27,22596
970,26,15848,29,22917
970,25,15431,28,23472
970,27,15588,27,23275
970,26,16025,26,22897
970,24,16640,28,21942
970,25,17229,28,21398
970,24,17407,27,21232
970,24,17484,26,21183
980,24,17213,27,21387
980,24,16398,25,22259
980,24,16038,27,22878
980,26,15601,28,23336
980,24,15767,26,23109
980,24,16152,25,22723
980,24,16873,24,21751
980,23,17465,25,21039
980,22,17399,25,20996
980,24,17703,25,20844
990,24,17487,23,20768
990,21,16408,23,21828
990,22,16153,25,22332
990,23,15727,26,22873
990,22,15857,23,22606
990,23,16272,23,22167
990,23,16944,23,21302
990,21,17461,23,20672
990,21,17636,24,20486
990,21,17767,23,20492
1000,21,17432,21,20709
1000,19,16627,21,21395
1000,21,16108,23,21916
1000,22,15785,23,22257
1000,20,15863,22,22016
1000,20,16313,20,21599
1000,18,16932,21,20881
1000,21,17845,21,20178
1000,19,17438,19,20340
1000,19,17870,20,20009
